ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
3313,Find the Last Marked Nodes in Tree,Hard,https://leetcode.com/problems/find-the-last-marked-nodes-in-tree/,"Tree, Depth-First Search",53.28,True,Algorithms,7,1,,"[{""title"": ""Minimum Time to Visit Disappearing Nodes"", ""titleSlug"": ""minimum-time-to-visit-disappearing-nodes"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Time Taken to Mark All Nodes"", ""titleSlug"": ""time-taken-to-mark-all-nodes"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3259,Maximum Energy Boost From Two Drinks,Medium,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks/,"Array, Dynamic Programming",49.49,False,Algorithms,165,13,,[]
3218,Minimum Cost for Cutting Cake I,Medium,https://leetcode.com/problems/minimum-cost-for-cutting-cake-i/,"Array, Dynamic Programming, Greedy, Sorting",57.8,False,Algorithms,193,8,,"[{""title"": ""Minimum Cost for Cutting Cake II"", ""titleSlug"": ""minimum-cost-for-cutting-cake-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3316,Find Maximum Removals From Source String,Medium,https://leetcode.com/problems/find-maximum-removals-from-source-string/,"Array, Hash Table, Two Pointers, String, Dynamic Programming",38.36,False,Algorithms,157,20,,"[{""title"": ""Delete Characters to Make Fancy String"", ""titleSlug"": ""delete-characters-to-make-fancy-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3242,Design Neighbor Sum Service,Easy,https://leetcode.com/problems/design-neighbor-sum-service/,"Array, Hash Table, Design, Matrix, Simulation",75.87,False,Algorithms,103,16,,"[{""title"": ""Matrix Block Sum"", ""titleSlug"": ""matrix-block-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Array With Elements Not Equal to Average of Neighbors"", ""titleSlug"": ""array-with-elements-not-equal-to-average-of-neighbors"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3281,Maximize Score of Numbers in Ranges,Medium,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges/,"Array, Binary Search, Greedy, Sorting",34.86,False,Algorithms,210,46,,"[{""title"": ""Find K-th Smallest Pair Distance"", ""titleSlug"": ""find-k-th-smallest-pair-distance"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3208,Alternating Groups II,Medium,https://leetcode.com/problems/alternating-groups-ii/,"Array, Sliding Window",59.76,False,Algorithms,738,72,,[]
3249,Count the Number of Good Nodes,Medium,https://leetcode.com/problems/count-the-number-of-good-nodes/,"Tree, Depth-First Search",54.8,False,Algorithms,169,45,,"[{""title"": ""Maximum Depth of N-ary Tree"", ""titleSlug"": ""maximum-depth-of-n-ary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3213,Construct String with Minimum Cost,Hard,https://leetcode.com/problems/construct-string-with-minimum-cost/,"Array, String, Dynamic Programming, Suffix Array",19.07,False,Algorithms,165,28,,"[{""title"": ""Minimum Number of Valid Strings to Form Target II"", ""titleSlug"": ""minimum-number-of-valid-strings-to-form-target-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Valid Strings to Form Target I"", ""titleSlug"": ""minimum-number-of-valid-strings-to-form-target-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3172,Second Day Verification,Easy,https://leetcode.com/problems/second-day-verification/,Database,67.87,True,Database,9,1,,[]
3201,Find the Maximum Length of Valid Subsequence I,Medium,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-i/,"Array, Dynamic Programming",54.74,False,Algorithms,621,54,,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Length of the Longest Subsequence That Sums to Target"", ""titleSlug"": ""length-of-the-longest-subsequence-that-sums-to-target"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3216,Lexicographically Smallest String After a Swap,Easy,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap/,"String, Greedy",53.88,False,Algorithms,92,28,,"[{""title"": ""Lexicographically Smallest String After Applying Operations"", ""titleSlug"": ""lexicographically-smallest-string-after-applying-operations"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3235,Check if the Rectangle Corner Is Reachable,Hard,https://leetcode.com/problems/check-if-the-rectangle-corner-is-reachable/,"Array, Math, Depth-First Search, Breadth-First Search, Union Find, Geometry",25.6,False,Algorithms,114,37,,"[{""title"": ""Queries on Number of Points Inside a Circle"", ""titleSlug"": ""queries-on-number-of-points-inside-a-circle"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Check if Point Is Reachable"", ""titleSlug"": ""check-if-point-is-reachable"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3192,Minimum Operations to Make Binary Array Elements Equal to One II,Medium,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii/,"Array, Dynamic Programming, Greedy",64.25,False,Algorithms,144,9,,"[{""title"": ""Minimum Suffix Flips"", ""titleSlug"": ""minimum-suffix-flips"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3182,Find Top Scoring Students,Medium,https://leetcode.com/problems/find-top-scoring-students/,Database,49.18,True,Database,12,3,,[]
3253,Construct String with Minimum Cost (Easy),Medium,https://leetcode.com/problems/construct-string-with-minimum-cost-easy/,,59.29,True,Algorithms,8,2,,[]
3173,Bitwise OR of Adjacent Elements,Easy,https://leetcode.com/problems/bitwise-or-of-adjacent-elements/,"Array, Bit Manipulation",95.07,True,Algorithms,23,2,,"[{""title"": ""Neighboring Bitwise XOR"", ""titleSlug"": ""neighboring-bitwise-xor"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3225,Maximum Score From Grid Operations,Hard,https://leetcode.com/problems/maximum-score-from-grid-operations/,"Array, Dynamic Programming, Matrix, Prefix Sum",24.83,False,Algorithms,69,9,,"[{""title"": ""Maximum Difference Score in a Grid"", ""titleSlug"": ""maximum-difference-score-in-a-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3228,Maximum Number of Operations to Move Ones to the End,Medium,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end/,"String, Greedy, Counting",53.03,False,Algorithms,174,14,,[]
3191,Minimum Operations to Make Binary Array Elements Equal to One I,Medium,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i/,"Array, Bit Manipulation, Queue, Sliding Window, Prefix Sum",80.51,False,Algorithms,641,33,,"[{""title"": ""Minimum Number of K Consecutive Bit Flips"", ""titleSlug"": ""minimum-number-of-k-consecutive-bit-flips"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3210,Find the Encrypted String,Easy,https://leetcode.com/problems/find-the-encrypted-string/,String,67.98,False,Algorithms,103,10,,[]
3255,Find the Power of K-Size Subarrays II,Medium,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii/,"Array, Sliding Window",30.7,False,Algorithms,149,10,,"[{""title"": ""Maximum Sum of Distinct Subarrays With Length K"", ""titleSlug"": ""maximum-sum-of-distinct-subarrays-with-length-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3209,Number of Subarrays With AND Value of K,Hard,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k/,"Array, Binary Search, Bit Manipulation, Segment Tree",34.15,False,Algorithms,165,7,,[]
3156,Employee Task Duration and Concurrent Tasks,Hard,https://leetcode.com/problems/employee-task-duration-and-concurrent-tasks/,Database,41.73,True,Database,11,2,,[]
3196,Maximize Total Cost of Alternating Subarrays,Medium,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/,"Array, Dynamic Programming",28.88,False,Algorithms,185,28,,[]
3224,Minimum Array Changes to Make Differences Equal,Medium,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal/,"Array, Hash Table, Prefix Sum",23.5,False,Algorithms,242,27,,[]
3194,Minimum Average of Smallest and Largest Elements,Easy,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements/,"Array, Two Pointers, Sorting",84.95,False,Algorithms,177,15,,"[{""title"": ""Number of Distinct Averages"", ""titleSlug"": ""number-of-distinct-averages"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3227,Vowels Game in a String,Medium,https://leetcode.com/problems/vowels-game-in-a-string/,"Math, String, Brainteaser, Game Theory",62.55,False,Algorithms,146,36,,[]
3167,Better Compression of String,Medium,https://leetcode.com/problems/better-compression-of-string/,"Hash Table, String, Sorting, Counting",75.78,True,Algorithms,16,3,,"[{""title"": ""String Compression"", ""titleSlug"": ""string-compression"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3206,Alternating Groups I,Easy,https://leetcode.com/problems/alternating-groups-i/,"Array, Sliding Window",67.94,False,Algorithms,152,8,,[]
3193,Count the Number of Inversions,Hard,https://leetcode.com/problems/count-the-number-of-inversions/,"Array, Dynamic Programming",28.21,False,Algorithms,144,24,,"[{""title"": ""K Inverse Pairs Array"", ""titleSlug"": ""k-inverse-pairs-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3195,Find the Minimum Area to Cover All Ones I,Medium,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i/,"Array, Matrix",68.99,False,Algorithms,115,11,,"[{""title"": ""Smallest Rectangle Enclosing Black Pixels"", ""titleSlug"": ""smallest-rectangle-enclosing-black-pixels"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3166,Calculate Parking Fees and Duration,Medium,https://leetcode.com/problems/calculate-parking-fees-and-duration/,Database,52.61,True,Database,11,3,,[]
3155,Maximum Number of Upgradable Servers,Medium,https://leetcode.com/problems/maximum-number-of-upgradable-servers/,"Array, Math, Binary Search",41.46,True,Algorithms,16,2,,[]
3223,Minimum Length of String After Operations,Medium,https://leetcode.com/problems/minimum-length-of-string-after-operations/,"Hash Table, String, Counting",74.94,False,Algorithms,705,53,,[]
3176,Find the Maximum Length of a Good Subsequence I,Medium,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/,"Array, Hash Table, Dynamic Programming",31.78,False,Algorithms,156,91,,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Length of Repeated Subarray"", ""titleSlug"": ""maximum-length-of-repeated-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3234,Count the Number of Substrings With Dominant Ones,Medium,https://leetcode.com/problems/count-the-number-of-substrings-with-dominant-ones/,"String, Sliding Window, Enumeration",17.34,False,Algorithms,269,47,,"[{""title"": ""Count Binary Substrings"", ""titleSlug"": ""count-binary-substrings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3229,Minimum Operations to Make Array Equal to Target,Hard,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target/,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",38.91,False,Algorithms,234,8,,[]
3211,Generate Binary Strings Without Adjacent Zeros,Medium,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros/,"String, Backtracking, Bit Manipulation",87.53,False,Algorithms,237,43,,"[{""title"": ""Non-negative Integers without Consecutive Ones"", ""titleSlug"": ""non-negative-integers-without-consecutive-ones"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3190,Find Minimum Operations to Make All Elements Divisible by Three,Easy,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three/,"Array, Math",88.94,False,Algorithms,220,20,,"[{""title"": ""Minimum Moves to Equal Array Elements"", ""titleSlug"": ""minimum-moves-to-equal-array-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3178,Find the Child Who Has the Ball After K Seconds,Easy,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds/,"Math, Simulation",61.65,False,Algorithms,167,10,,"[{""title"": ""Find the Losers of the Circular Game"", ""titleSlug"": ""find-the-losers-of-the-circular-game"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3177,Find the Maximum Length of a Good Subsequence II,Hard,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/,"Array, Hash Table, Dynamic Programming",24.09,False,Algorithms,133,10,,"[{""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Length of Repeated Subarray"", ""titleSlug"": ""maximum-length-of-repeated-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3197,Find the Minimum Area to Cover All Ones II,Hard,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/,"Array, Matrix, Enumeration",29.13,False,Algorithms,77,9,,"[{""title"": ""Smallest Rectangle Enclosing Black Pixels"", ""titleSlug"": ""smallest-rectangle-enclosing-black-pixels"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3157,Find the Level of Tree with Minimum Sum,Medium,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",68.72,True,Algorithms,17,3,,"[{""title"": ""Kth Largest Sum in a Binary Tree"", ""titleSlug"": ""kth-largest-sum-in-a-binary-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3200,Maximum Height of a Triangle,Easy,https://leetcode.com/problems/maximum-height-of-a-triangle/,"Array, Enumeration",43.53,False,Algorithms,157,26,,[]
3170,Lexicographically Minimum String After Removing Stars,Medium,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars/,"Hash Table, String, Stack, Greedy, Heap (Priority Queue)",50.93,False,Algorithms,572,84,,[]
3164,Find the Number of Good Pairs II,Medium,https://leetcode.com/problems/find-the-number-of-good-pairs-ii/,"Array, Hash Table",26.19,False,Algorithms,241,39,,"[{""title"": ""Count Array Pairs Divisible by K"", ""titleSlug"": ""count-array-pairs-divisible-by-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3174,Clear Digits,Easy,https://leetcode.com/problems/clear-digits/,"String, Stack, Simulation",82.56,False,Algorithms,653,26,,[]
3181,Maximum Total Reward Using Operations II,Hard,https://leetcode.com/problems/maximum-total-reward-using-operations-ii/,"Array, Dynamic Programming, Bit Manipulation",20.81,False,Algorithms,128,32,,[]
3180,Maximum Total Reward Using Operations I,Medium,https://leetcode.com/problems/maximum-total-reward-using-operations-i/,"Array, Dynamic Programming",30.15,False,Algorithms,199,17,,[]
3126,Server Utilization Time,Medium,https://leetcode.com/problems/server-utilization-time/,Database,62.4,True,Database,8,13,,[]
3141,Maximum Hamming Distances,Hard,https://leetcode.com/problems/maximum-hamming-distances/,"Array, Bit Manipulation, Breadth-First Search",47.31,True,Algorithms,14,2,,[]
3135,Equalize Strings by Adding or Removing Characters at Ends,Medium,https://leetcode.com/problems/equalize-strings-by-adding-or-removing-characters-at-ends/,"String, Binary Search, Dynamic Programming, Sliding Window, Hash Function",55.58,True,Algorithms,15,2,,[]
3186,Maximum Total Damage With Spell Casting,Medium,https://leetcode.com/problems/maximum-total-damage-with-spell-casting/,"Array, Hash Table, Two Pointers, Binary Search, Dynamic Programming, Sorting, Counting",28.03,False,Algorithms,282,33,,[]
3163,String Compression III,Medium,https://leetcode.com/problems/string-compression-iii/,String,66.89,False,Algorithms,617,53,,"[{""title"": ""String Compression"", ""titleSlug"": ""string-compression"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""String Compression II"", ""titleSlug"": ""string-compression-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3160,Find the Number of Distinct Colors Among the Balls,Medium,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls/,"Array, Hash Table, Simulation",54.19,False,Algorithms,758,93,,"[{""title"": ""Maximum Number of Balls in a Box"", ""titleSlug"": ""maximum-number-of-balls-in-a-box"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3124,Find Longest Calls,Medium,https://leetcode.com/problems/find-longest-calls/,Database,63.41,True,Database,7,5,,[]
3169,Count Days Without Meetings,Medium,https://leetcode.com/problems/count-days-without-meetings/,"Array, Sorting",47.94,False,Algorithms,755,19,,"[{""title"": ""Merge Intervals"", ""titleSlug"": ""merge-intervals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3187,Peaks in Array,Hard,https://leetcode.com/problems/peaks-in-array/,"Array, Binary Indexed Tree, Segment Tree",26.09,False,Algorithms,134,10,,[]
3125,Maximum Number That Makes Result of Bitwise AND Zero,Medium,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/,"String, Greedy, Sorting",68.05,True,Algorithms,12,2,,[]
3150,Invalid Tweets II,Easy,https://leetcode.com/problems/invalid-tweets-ii/,Database,86.13,True,Database,16,3,,[]
3171,Find Subarray With Bitwise OR Closest to K,Hard,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/,"Array, Binary Search, Bit Manipulation, Segment Tree",30.01,False,Algorithms,193,7,,"[{""title"": ""Minimum Sum of Values by Dividing Array"", ""titleSlug"": ""minimum-sum-of-values-by-dividing-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3151,Special Array I,Easy,https://leetcode.com/problems/special-array-i/,Array,81.65,False,Algorithms,551,32,,[]
3168,Minimum Number of Chairs in a Waiting Room,Easy,https://leetcode.com/problems/minimum-number-of-chairs-in-a-waiting-room/,"String, Simulation",78.6,False,Algorithms,136,14,,"[{""title"": ""Consecutive Characters"", ""titleSlug"": ""consecutive-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3152,Special Array II,Medium,https://leetcode.com/problems/special-array-ii/,"Array, Binary Search, Prefix Sum",45.68,False,Algorithms,900,66,,[]
3118,Friday Purchase III ,Medium,https://leetcode.com/problems/friday-purchase-iii/,Database,56.46,True,Database,4,6,,[]
3158,Find the XOR of Numbers Which Appear Twice,Easy,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/,"Array, Hash Table, Bit Manipulation",77.94,False,Algorithms,147,14,,"[{""title"": ""Single Number"", ""titleSlug"": ""single-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Single Number II"", ""titleSlug"": ""single-number-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Single Number III"", ""titleSlug"": ""single-number-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3119,Maximum Number of Potholes That Can Be Fixed,Medium,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed/,"String, Greedy, Sorting",53.14,True,Algorithms,17,2,,[]
3149,Find the Minimum Cost Array Permutation,Hard,https://leetcode.com/problems/find-the-minimum-cost-array-permutation/,"Array, Dynamic Programming, Bit Manipulation, Bitmask",24.07,False,Algorithms,136,7,,"[{""title"": ""Shortest Path Visiting All Nodes"", ""titleSlug"": ""shortest-path-visiting-all-nodes"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find the Shortest Superstring"", ""titleSlug"": ""find-the-shortest-superstring"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3179,Find the N-th Value After K Seconds,Medium,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds/,"Array, Math, Simulation, Combinatorics, Prefix Sum",53.61,False,Algorithms,110,21,,"[{""title"": ""Left and Right Sum Differences"", ""titleSlug"": ""left-and-right-sum-differences"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3165,Maximum Sum of Subsequence With Non-adjacent Elements,Hard,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements/,"Array, Divide and Conquer, Dynamic Programming, Segment Tree",14.9,False,Algorithms,140,30,,[]
3162,Find the Number of Good Pairs I,Easy,https://leetcode.com/problems/find-the-number-of-good-pairs-i/,"Array, Hash Table",85.84,False,Algorithms,141,14,,"[{""title"": ""Count Array Pairs Divisible by K"", ""titleSlug"": ""count-array-pairs-divisible-by-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3203,Find Minimum Diameter After Merging Two Trees,Hard,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees/,"Tree, Depth-First Search, Breadth-First Search, Graph",57.26,False,Algorithms,672,39,,"[{""title"": ""Minimum Height Trees"", ""titleSlug"": ""minimum-height-trees"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Tree Diameter"", ""titleSlug"": ""tree-diameter"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximize the Number of Target Nodes After Connecting Trees I"", ""titleSlug"": ""maximize-the-number-of-target-nodes-after-connecting-trees-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximize the Number of Target Nodes After Connecting Trees II"", ""titleSlug"": ""maximize-the-number-of-target-nodes-after-connecting-trees-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximize Sum of Weights after Edge Removals"", ""titleSlug"": ""maximize-sum-of-weights-after-edge-removals"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3184,Count Pairs That Form a Complete Day I,Easy,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/,"Array, Hash Table, Counting",77.67,False,Algorithms,144,10,,"[{""title"": ""Check If Array Pairs Are Divisible by k"", ""titleSlug"": ""check-if-array-pairs-are-divisible-by-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3140,Consecutive Available Seats II,Medium,https://leetcode.com/problems/consecutive-available-seats-ii/,Database,56.37,True,Database,8,2,,[]
3185,Count Pairs That Form a Complete Day II,Medium,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii/,"Array, Hash Table, Counting",43.12,False,Algorithms,183,12,,"[{""title"": ""Pairs of Songs With Total Durations Divisible by 60"", ""titleSlug"": ""pairs-of-songs-with-total-durations-divisible-by-60"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Check If Array Pairs Are Divisible by k"", ""titleSlug"": ""check-if-array-pairs-are-divisible-by-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3143,Maximum Points Inside the Square,Medium,https://leetcode.com/problems/maximum-points-inside-the-square/,"Array, Hash Table, String, Binary Search, Sorting",38.44,False,Algorithms,163,24,,"[{""title"": ""Maximize the Distance Between Points on a Square"", ""titleSlug"": ""maximize-the-distance-between-points-on-a-square"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3109,Find the Index of Permutation,Medium,https://leetcode.com/problems/find-the-index-of-permutation/,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set",35.9,True,Algorithms,14,5,,[]
3142,Check if Grid Satisfies Conditions,Easy,https://leetcode.com/problems/check-if-grid-satisfies-conditions/,"Array, Matrix",44.05,False,Algorithms,98,4,,"[{""title"": ""Candy"", ""titleSlug"": ""candy"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Distribute Candies"", ""titleSlug"": ""distribute-candies"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Cost of Buying Candies With Discount"", ""titleSlug"": ""minimum-cost-of-buying-candies-with-discount"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3175,Find The First Player to win K Games in a Row,Medium,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/,"Array, Simulation",39.57,False,Algorithms,130,15,,[]
3146,Permutation Difference between Two Strings,Easy,https://leetcode.com/problems/permutation-difference-between-two-strings/,"Hash Table, String",87.34,False,Algorithms,166,17,,"[{""title"": ""Find the Difference"", ""titleSlug"": ""find-the-difference"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3104,Find Longest Self-Contained Substring,Hard,https://leetcode.com/problems/find-longest-self-contained-substring/,"Hash Table, String, Binary Search, Prefix Sum",58.36,True,Algorithms,18,5,,"[{""title"": ""Select K Disjoint Special Substrings"", ""titleSlug"": ""select-k-disjoint-special-substrings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3103,Find Trending Hashtags II ,Hard,https://leetcode.com/problems/find-trending-hashtags-ii/,Database,67.3,True,Database,10,1,,[]
3129,Find All Possible Stable Binary Arrays I,Medium,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/,"Dynamic Programming, Prefix Sum",26.37,False,Algorithms,128,43,,"[{""title"": ""Contiguous Array"", ""titleSlug"": ""contiguous-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Binary Subarrays With Sum"", ""titleSlug"": ""binary-subarrays-with-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3121,Count the Number of Special Characters II,Medium,https://leetcode.com/problems/count-the-number-of-special-characters-ii/,"Hash Table, String",42.38,False,Algorithms,169,14,,"[{""title"": ""Detect Capital"", ""titleSlug"": ""detect-capital"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Greatest English Letter in Upper and Lower Case"", ""titleSlug"": ""greatest-english-letter-in-upper-and-lower-case"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count the Number of Special Characters I"", ""titleSlug"": ""count-the-number-of-special-characters-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3122,Minimum Number of Operations to Satisfy Conditions,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/,"Array, Dynamic Programming, Matrix",40.93,False,Algorithms,267,12,,"[{""title"": ""Candy"", ""titleSlug"": ""candy"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Distribute Candies"", ""titleSlug"": ""distribute-candies"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Cost of Buying Candies With Discount"", ""titleSlug"": ""minimum-cost-of-buying-candies-with-discount"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3120,Count the Number of Special Characters I,Easy,https://leetcode.com/problems/count-the-number-of-special-characters-i/,"Hash Table, String",65.74,False,Algorithms,158,5,,"[{""title"": ""Detect Capital"", ""titleSlug"": ""detect-capital"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Greatest English Letter in Upper and Lower Case"", ""titleSlug"": ""greatest-english-letter-in-upper-and-lower-case"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count the Number of Special Characters II"", ""titleSlug"": ""count-the-number-of-special-characters-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3144,Minimum Substring Partition of Equal Character Frequency,Medium,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/,"Hash Table, String, Dynamic Programming, Counting",39.19,False,Algorithms,161,35,,"[{""title"": ""Partition Array for Maximum Sum"", ""titleSlug"": ""partition-array-for-maximum-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Partition String Into Minimum Beautiful Substrings"", ""titleSlug"": ""partition-string-into-minimum-beautiful-substrings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3153,Sum of Digit Differences of All Pairs,Medium,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/,"Array, Hash Table, Math, Counting",42.63,False,Algorithms,210,20,,"[{""title"": ""Total Hamming Distance"", ""titleSlug"": ""total-hamming-distance"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3161,Block Placement Queries,Hard,https://leetcode.com/problems/block-placement-queries/,"Array, Binary Search, Binary Indexed Tree, Segment Tree",17.3,False,Algorithms,139,30,,"[{""title"": ""Building Boxes"", ""titleSlug"": ""building-boxes"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Fruits Into Baskets III"", ""titleSlug"": ""fruits-into-baskets-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
