ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
748,Shortest Completing Word,Easy,https://leetcode.com/problems/shortest-completing-word/,"Array, Hash Table, String",61.67,False,Algorithms,598,1128,,[]
747,Largest Number At Least Twice of Others,Easy,https://leetcode.com/problems/largest-number-at-least-twice-of-others/,"Array, Sorting",51.09,False,Algorithms,1296,933,,"[{""title"": ""Keep Multiplying Found Values by Two"", ""titleSlug"": ""keep-multiplying-found-values-by-two"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Largest Number After Digit Swaps by Parity"", ""titleSlug"": ""largest-number-after-digit-swaps-by-parity"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
745,Prefix and Suffix Search,Hard,https://leetcode.com/problems/prefix-and-suffix-search/,"Array, Hash Table, String, Design, Trie",40.5,False,Algorithms,2327,494,,"[{""title"": ""Design Add and Search Words Data Structure"", ""titleSlug"": ""design-add-and-search-words-data-structure"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
750,Number Of Corner Rectangles,Medium,https://leetcode.com/problems/number-of-corner-rectangles/,"Array, Math, Dynamic Programming, Matrix",67.83,True,Algorithms,629,92,,[]
755,Pour Water,Medium,https://leetcode.com/problems/pour-water/,"Array, Simulation",48.11,True,Algorithms,310,801,,"[{""title"": ""Trapping Rain Water"", ""titleSlug"": ""trapping-rain-water"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
744,Find Smallest Letter Greater Than Target,Easy,https://leetcode.com/problems/find-smallest-letter-greater-than-target/,"Array, Binary Search",54.4,False,Algorithms,4726,2216,,"[{""title"": ""Count Elements With Strictly Smaller and Greater Elements "", ""titleSlug"": ""count-elements-with-strictly-smaller-and-greater-elements"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
746,Min Cost Climbing Stairs,Easy,https://leetcode.com/problems/min-cost-climbing-stairs/,"Array, Dynamic Programming",67.44,False,Algorithms,12047,1857,,"[{""title"": ""Climbing Stairs"", ""titleSlug"": ""climbing-stairs"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find Number of Ways to Reach the K-th Stair"", ""titleSlug"": ""find-number-of-ways-to-reach-the-k-th-stair"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
743,Network Delay Time,Medium,https://leetcode.com/problems/network-delay-time/,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",58.2,False,Algorithms,8056,387,,"[{""title"": ""The Time When the Network Becomes Idle"", ""titleSlug"": ""the-time-when-the-network-becomes-idle"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Second Minimum Time to Reach Destination"", ""titleSlug"": ""second-minimum-time-to-reach-destination"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
761,Special Binary String,Hard,https://leetcode.com/problems/special-binary-string/,"String, Recursion",63.99,False,Algorithms,770,232,,"[{""title"": ""Valid Parenthesis String"", ""titleSlug"": ""valid-parenthesis-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Good Binary Strings"", ""titleSlug"": ""number-of-good-binary-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
737,Sentence Similarity II,Medium,https://leetcode.com/problems/sentence-similarity-ii/,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find",50.74,True,Algorithms,849,43,,"[{""title"": ""Number of Provinces"", ""titleSlug"": ""number-of-provinces"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Accounts Merge"", ""titleSlug"": ""accounts-merge"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sentence Similarity"", ""titleSlug"": ""sentence-similarity"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
741,Cherry Pickup,Hard,https://leetcode.com/problems/cherry-pickup/,"Array, Dynamic Programming, Matrix",38.19,False,Algorithms,4516,169,,"[{""title"": ""Minimum Path Sum"", ""titleSlug"": ""minimum-path-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Dungeon Game"", ""titleSlug"": ""dungeon-game"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Path Quality of a Graph"", ""titleSlug"": ""maximum-path-quality-of-a-graph"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Paths in Matrix Whose Sum Is Divisible by K"", ""titleSlug"": ""paths-in-matrix-whose-sum-is-divisible-by-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
709,To Lower Case,Easy,https://leetcode.com/problems/to-lower-case/,String,84.3,False,Algorithms,1960,2793,,"[{""title"": ""Capitalize the Title"", ""titleSlug"": ""capitalize-the-title"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
739,Daily Temperatures,Medium,https://leetcode.com/problems/daily-temperatures/,"Array, Stack, Monotonic Stack",67.58,False,Algorithms,14055,356,,"[{""title"": ""Next Greater Element I"", ""titleSlug"": ""next-greater-element-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Online Stock Span"", ""titleSlug"": ""online-stock-span"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
736,Parse Lisp Expression,Hard,https://leetcode.com/problems/parse-lisp-expression/,"Hash Table, String, Stack, Recursion",52.97,False,Algorithms,493,368,,"[{""title"": ""Ternary Expression Parser"", ""titleSlug"": ""ternary-expression-parser"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Atoms"", ""titleSlug"": ""number-of-atoms"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Basic Calculator IV"", ""titleSlug"": ""basic-calculator-iv"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
733,Flood Fill,Easy,https://leetcode.com/problems/flood-fill/,"Array, Depth-First Search, Breadth-First Search, Matrix",66.93,False,Algorithms,9085,932,,"[{""title"": ""Island Perimeter"", ""titleSlug"": ""island-perimeter"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
735,Asteroid Collision,Medium,https://leetcode.com/problems/asteroid-collision/,"Array, Stack, Simulation",45.87,False,Algorithms,8881,1267,,"[{""title"": ""Can Place Flowers"", ""titleSlug"": ""can-place-flowers"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Destroying Asteroids"", ""titleSlug"": ""destroying-asteroids"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Collisions on a Road"", ""titleSlug"": ""count-collisions-on-a-road"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Robot Collisions"", ""titleSlug"": ""robot-collisions"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
732,My Calendar III,Hard,https://leetcode.com/problems/my-calendar-iii/,"Binary Search, Design, Segment Tree, Prefix Sum, Ordered Set",70.82,False,Algorithms,2048,274,,"[{""title"": ""My Calendar I"", ""titleSlug"": ""my-calendar-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""My Calendar II"", ""titleSlug"": ""my-calendar-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Integers in Intervals"", ""titleSlug"": ""count-integers-in-intervals"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
756,Pyramid Transition Matrix,Medium,https://leetcode.com/problems/pyramid-transition-matrix/,"Bit Manipulation, Depth-First Search, Breadth-First Search",53.04,False,Algorithms,550,492,,[]
731,My Calendar II,Medium,https://leetcode.com/problems/my-calendar-ii/,"Array, Binary Search, Design, Segment Tree, Prefix Sum, Ordered Set",62.41,False,Algorithms,2217,185,,"[{""title"": ""My Calendar I"", ""titleSlug"": ""my-calendar-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""My Calendar III"", ""titleSlug"": ""my-calendar-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
734,Sentence Similarity,Easy,https://leetcode.com/problems/sentence-similarity/,"Array, Hash Table, String",44.63,True,Algorithms,63,71,,"[{""title"": ""Number of Provinces"", ""titleSlug"": ""number-of-provinces"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Accounts Merge"", ""titleSlug"": ""accounts-merge"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sentence Similarity II"", ""titleSlug"": ""sentence-similarity-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
730,Count Different Palindromic Subsequences,Hard,https://leetcode.com/problems/count-different-palindromic-subsequences/,"String, Dynamic Programming",46.73,False,Algorithms,1978,102,,"[{""title"": ""Longest Palindromic Subsequence"", ""titleSlug"": ""longest-palindromic-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Palindromic Subsequences"", ""titleSlug"": ""count-palindromic-subsequences"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
729,My Calendar I,Medium,https://leetcode.com/problems/my-calendar-i/,"Array, Binary Search, Design, Segment Tree, Ordered Set",58.19,False,Algorithms,4750,132,,"[{""title"": ""My Calendar II"", ""titleSlug"": ""my-calendar-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""My Calendar III"", ""titleSlug"": ""my-calendar-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Determine if Two Events Have Conflict"", ""titleSlug"": ""determine-if-two-events-have-conflict"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
728,Self Dividing Numbers,Easy,https://leetcode.com/problems/self-dividing-numbers/,Math,79.77,False,Algorithms,1848,384,,"[{""title"": ""Perfect Number"", ""titleSlug"": ""perfect-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Check if Number Has Equal Digit Count and Digit Value"", ""titleSlug"": ""check-if-number-has-equal-digit-count-and-digit-value"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count the Digits That Divide a Number"", ""titleSlug"": ""count-the-digits-that-divide-a-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
742,Closest Leaf in a Binary Tree,Medium,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",47.09,True,Algorithms,881,188,,[]
726,Number of Atoms,Hard,https://leetcode.com/problems/number-of-atoms/,"Hash Table, String, Stack, Sorting",65.01,False,Algorithms,1946,408,,"[{""title"": ""Decode String"", ""titleSlug"": ""decode-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Encode String with Shortest Length"", ""titleSlug"": ""encode-string-with-shortest-length"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Parse Lisp Expression"", ""titleSlug"": ""parse-lisp-expression"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
738,Monotone Increasing Digits,Medium,https://leetcode.com/problems/monotone-increasing-digits/,"Math, Greedy",48.88,False,Algorithms,1378,115,,"[{""title"": ""Remove K Digits"", ""titleSlug"": ""remove-k-digits"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
720,Longest Word in Dictionary,Medium,https://leetcode.com/problems/longest-word-in-dictionary/,"Array, Hash Table, String, Trie, Sorting",53.7,False,Algorithms,2042,1503,,"[{""title"": ""Longest Word in Dictionary through Deleting"", ""titleSlug"": ""longest-word-in-dictionary-through-deleting"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Implement Magic Dictionary"", ""titleSlug"": ""implement-magic-dictionary"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Word With All Prefixes"", ""titleSlug"": ""longest-word-with-all-prefixes"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
722,Remove Comments,Medium,https://leetcode.com/problems/remove-comments/,"Array, String",39.58,False,Algorithms,748,1840,,"[{""title"": ""Mini Parser"", ""titleSlug"": ""mini-parser"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Ternary Expression Parser"", ""titleSlug"": ""ternary-expression-parser"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
754,Reach a Number,Medium,https://leetcode.com/problems/reach-a-number/,"Math, Binary Search",44.07,False,Algorithms,1900,832,,"[{""title"": ""Number of Ways to Reach a Position After Exactly k Steps"", ""titleSlug"": ""number-of-ways-to-reach-a-position-after-exactly-k-steps"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
719,Find K-th Smallest Pair Distance,Hard,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,"Array, Two Pointers, Binary Search, Sorting",45.93,False,Algorithms,3859,123,,"[{""title"": ""Find K Pairs with Smallest Sums"", ""titleSlug"": ""find-k-pairs-with-smallest-sums"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Kth Smallest Element in a Sorted Matrix"", ""titleSlug"": ""kth-smallest-element-in-a-sorted-matrix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find K Closest Elements"", ""titleSlug"": ""find-k-closest-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Kth Smallest Number in Multiplication Table"", ""titleSlug"": ""kth-smallest-number-in-multiplication-table"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""K-th Smallest Prime Fraction"", ""titleSlug"": ""k-th-smallest-prime-fraction"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Median of the Uniqueness Array"", ""titleSlug"": ""find-the-median-of-the-uniqueness-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximize Score of Numbers in Ranges"", ""titleSlug"": ""maximize-score-of-numbers-in-ranges"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
740,Delete and Earn,Medium,https://leetcode.com/problems/delete-and-earn/,"Array, Hash Table, Dynamic Programming",56.84,False,Algorithms,7806,394,,"[{""title"": ""House Robber"", ""titleSlug"": ""house-robber"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
721,Accounts Merge,Medium,https://leetcode.com/problems/accounts-merge/,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting",60.03,False,Algorithms,7387,1266,,"[{""title"": ""Redundant Connection"", ""titleSlug"": ""redundant-connection"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sentence Similarity"", ""titleSlug"": ""sentence-similarity"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sentence Similarity II"", ""titleSlug"": ""sentence-similarity-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
725,Split Linked List in Parts,Medium,https://leetcode.com/problems/split-linked-list-in-parts/,Linked List,70.28,False,Algorithms,4598,370,,"[{""title"": ""Rotate List"", ""titleSlug"": ""rotate-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Odd Even Linked List"", ""titleSlug"": ""odd-even-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Split a Circular Linked List"", ""titleSlug"": ""split-a-circular-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
723,Candy Crush,Medium,https://leetcode.com/problems/candy-crush/,"Array, Two Pointers, Matrix, Simulation",77.38,True,Algorithms,1040,538,,[]
724,Find Pivot Index,Easy,https://leetcode.com/problems/find-pivot-index/,"Array, Prefix Sum",60.97,False,Algorithms,8911,902,,"[{""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the Middle Index in Array"", ""titleSlug"": ""find-the-middle-index-in-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Number of Ways to Split Array"", ""titleSlug"": ""number-of-ways-to-split-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Sum Score of Array"", ""titleSlug"": ""maximum-sum-score-of-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Left and Right Sum Differences"", ""titleSlug"": ""left-and-right-sum-differences"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
717,1-bit and 2-bit Characters,Easy,https://leetcode.com/problems/1-bit-and-2-bit-characters/,Array,45.22,False,Algorithms,906,2166,,"[{""title"": ""Gray Code"", ""titleSlug"": ""gray-code"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
715,Range Module,Hard,https://leetcode.com/problems/range-module/,"Design, Segment Tree, Ordered Set",44.31,False,Algorithms,1568,133,,"[{""title"": ""Merge Intervals"", ""titleSlug"": ""merge-intervals"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Insert Interval"", ""titleSlug"": ""insert-interval"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Data Stream as Disjoint Intervals"", ""titleSlug"": ""data-stream-as-disjoint-intervals"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,"Array, Dynamic Programming, Greedy",70.94,False,Algorithms,7473,226,,"[{""title"": ""Best Time to Buy and Sell Stock II"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
713,Subarray Product Less Than K,Medium,https://leetcode.com/problems/subarray-product-less-than-k/,"Array, Binary Search, Sliding Window, Prefix Sum",53.1,False,Algorithms,7235,230,,"[{""title"": ""Maximum Product Subarray"", ""titleSlug"": ""maximum-product-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Size Subarray Sum Equals k"", ""titleSlug"": ""maximum-size-subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subarray Sum Equals K"", ""titleSlug"": ""subarray-sum-equals-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Two Sum Less Than K"", ""titleSlug"": ""two-sum-less-than-k"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Number of Smooth Descent Periods of a Stock"", ""titleSlug"": ""number-of-smooth-descent-periods-of-a-stock"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Subarrays With Score Less Than K"", ""titleSlug"": ""count-subarrays-with-score-less-than-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
711,Number of Distinct Islands II,Hard,https://leetcode.com/problems/number-of-distinct-islands-ii/,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function",54.93,True,Algorithms,272,284,,"[{""title"": ""Number of Distinct Islands"", ""titleSlug"": ""number-of-distinct-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
727,Minimum Window Subsequence,Hard,https://leetcode.com/problems/minimum-window-subsequence/,"String, Dynamic Programming, Sliding Window",43.61,True,Algorithms,1474,95,,"[{""title"": ""Minimum Window Substring"", ""titleSlug"": ""minimum-window-substring"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Longest Continuous Increasing Subsequence"", ""titleSlug"": ""longest-continuous-increasing-subsequence"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
716,Max Stack,Hard,https://leetcode.com/problems/max-stack/,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set",45.57,True,Algorithms,2000,512,,"[{""title"": ""Min Stack"", ""titleSlug"": ""min-stack"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
699,Falling Squares,Hard,https://leetcode.com/problems/falling-squares/,"Array, Segment Tree, Ordered Set",46.49,False,Algorithms,661,76,,"[{""title"": ""The Skyline Problem"", ""titleSlug"": ""the-skyline-problem"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
718,Maximum Length of Repeated Subarray,Medium,https://leetcode.com/problems/maximum-length-of-repeated-subarray/,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function",51.07,False,Algorithms,6984,177,,"[{""title"": ""Minimum Size Subarray Sum"", ""titleSlug"": ""minimum-size-subarray-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Common Subpath"", ""titleSlug"": ""longest-common-subpath"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find the Maximum Length of a Good Subsequence II"", ""titleSlug"": ""find-the-maximum-length-of-a-good-subsequence-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find the Maximum Length of a Good Subsequence I"", ""titleSlug"": ""find-the-maximum-length-of-a-good-subsequence-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
697,Degree of an Array,Easy,https://leetcode.com/problems/degree-of-an-array/,"Array, Hash Table",57.56,False,Algorithms,3178,1791,,"[{""title"": ""Maximum Subarray"", ""titleSlug"": ""maximum-subarray"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
695,Max Area of Island,Medium,https://leetcode.com/problems/max-area-of-island/,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",73.34,False,Algorithms,10389,215,,"[{""title"": ""Number of Islands"", ""titleSlug"": ""number-of-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Battleships in a Board"", ""titleSlug"": ""battleships-in-a-board"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Island Perimeter"", ""titleSlug"": ""island-perimeter"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Largest Submatrix With Rearrangements"", ""titleSlug"": ""largest-submatrix-with-rearrangements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Detonate the Maximum Bombs"", ""titleSlug"": ""detonate-the-maximum-bombs"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Fish in a Grid"", ""titleSlug"": ""maximum-number-of-fish-in-a-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
693,Binary Number with Alternating Bits,Easy,https://leetcode.com/problems/binary-number-with-alternating-bits/,Bit Manipulation,63.61,False,Algorithms,1409,113,,"[{""title"": ""Number of 1 Bits"", ""titleSlug"": ""number-of-1-bits"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
694,Number of Distinct Islands,Medium,https://leetcode.com/problems/number-of-distinct-islands/,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function",62.4,True,Algorithms,2307,151,,"[{""title"": ""Number of Islands"", ""titleSlug"": ""number-of-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Distinct Islands II"", ""titleSlug"": ""number-of-distinct-islands-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Sub Islands"", ""titleSlug"": ""count-sub-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
689,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,"Array, Dynamic Programming, Sliding Window, Prefix Sum",59.53,False,Algorithms,2576,158,,"[{""title"": ""Best Time to Buy and Sell Stock III"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Sum of Variable Length Subarrays"", ""titleSlug"": ""sum-of-variable-length-subarrays"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Maximize Y\u2011Sum by Picking a Triplet of Distinct X\u2011Values"", ""titleSlug"": ""maximize-ysum-by-picking-a-triplet-of-distinct-xvalues"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
691,Stickers to Spell Word,Hard,https://leetcode.com/problems/stickers-to-spell-word/,"Array, Hash Table, String, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",50.18,False,Algorithms,1302,129,,"[{""title"": ""Ransom Note"", ""titleSlug"": ""ransom-note"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
688,Knight Probability in Chessboard,Medium,https://leetcode.com/problems/knight-probability-in-chessboard/,Dynamic Programming,56.67,False,Algorithms,3972,487,,"[{""title"": ""Out of Boundary Paths"", ""titleSlug"": ""out-of-boundary-paths"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Moves to Kill All Pawns"", ""titleSlug"": ""maximum-number-of-moves-to-kill-all-pawns"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
685,Redundant Connection II,Hard,https://leetcode.com/problems/redundant-connection-ii/,"Depth-First Search, Breadth-First Search, Union Find, Graph",35.37,False,Algorithms,2457,326,,"[{""title"": ""Redundant Connection"", ""titleSlug"": ""redundant-connection"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
690,Employee Importance,Medium,https://leetcode.com/problems/employee-importance/,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search",68.63,False,Algorithms,2175,1350,,"[{""title"": ""Nested List Weight Sum"", ""titleSlug"": ""nested-list-weight-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
696,Count Binary Substrings,Easy,https://leetcode.com/problems/count-binary-substrings/,"Two Pointers, String",66.04,False,Algorithms,4108,898,,"[{""title"": ""Encode and Decode Strings"", ""titleSlug"": ""encode-and-decode-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Substrings With Fixed Ratio"", ""titleSlug"": ""number-of-substrings-with-fixed-ratio"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count the Number of Substrings With Dominant Ones"", ""titleSlug"": ""count-the-number-of-substrings-with-dominant-ones"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
698,Partition to K Equal Sum Subsets,Medium,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",38.18,False,Algorithms,7399,542,,"[{""title"": ""Partition Equal Subset Sum"", ""titleSlug"": ""partition-equal-subset-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Fair Distribution of Cookies"", ""titleSlug"": ""fair-distribution-of-cookies"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Ways to Partition an Array"", ""titleSlug"": ""maximum-number-of-ways-to-partition-an-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Rows Covered by Columns"", ""titleSlug"": ""maximum-rows-covered-by-columns"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
684,Redundant Connection,Medium,https://leetcode.com/problems/redundant-connection/,"Depth-First Search, Breadth-First Search, Union Find, Graph",66.67,False,Algorithms,6964,440,,"[{""title"": ""Redundant Connection II"", ""titleSlug"": ""redundant-connection-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Accounts Merge"", ""titleSlug"": ""accounts-merge"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Employees to Be Invited to a Meeting"", ""titleSlug"": ""maximum-employees-to-be-invited-to-a-meeting"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Shortest Cycle in a Graph"", ""titleSlug"": ""shortest-cycle-in-a-graph"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
712,Minimum ASCII Delete Sum for Two Strings,Medium,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,"String, Dynamic Programming",65.89,False,Algorithms,4093,109,,"[{""title"": ""Edit Distance"", ""titleSlug"": ""edit-distance"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Increasing Subsequence"", ""titleSlug"": ""longest-increasing-subsequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Delete Operation for Two Strings"", ""titleSlug"": ""delete-operation-for-two-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
